DATE,UPI APP,VOL(Million),VOL(Cr),Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,
31/01/2024,Jio Payments Bank Apps,1.51,137.62,0,0,0,0,0,0,1.51,137.62,
31/01/2024,Punjab National Bank Apps,1.32,335.6,0,0,0,0,0,0,1.32,335.6,
31/01/2024,Indian Bank Apps,1.29,311.48,0,0,0,10.91,0,0,1.29,322.39,
31/01/2024,SLICE,1.26,41.97,0,0,0,0,0,0,1.26,41.97,
31/01/2024,Omnicard,1.15,37.16,0,0,0,0,0,0,1.15,37.16,
31/01/2024,Bank of Baroda Apps,1.14,505.93,0,0,0,10.66,0,0,1.14,516.58,
31/01/2024,Union Bank Apps,1.11,451.7,0,0,0,0,0,0,1.11,451.7,
31/01/2024,Navi,0.96,54.5,0,0,0,0,0,0,0.96,54.5,
31/01/2024,Gokiwi,0.74,105.76,0,0,0,0,0,0,0.74,105.76,
31/01/2024,DBS Digibank Apps,0.7,252.85,0,0,0,1.8,0,0,0.7,254.66,
31/01/2024,Karnataka Bank Apps,0.67,144.11,0,0,0,0,0,0,0.67,144.11,
31/01/2024,AU Small Finance Bank Apps,0.66,259.49,0,0,0,0,0,0,0.66,259.49,
31/01/2024,Central Bank of India Apps,0.63,150.41,0,0,0,0,0,0,0.63,150.41,
31/01/2024,Shriram One,0.59,31.86,0,0,0,0,0,0,0.59,31.86,
31/01/2024,FIFEDERAL,0.47,57.15,0,0,0,0,0,0,0.47,57.15,
31/01/2024,BPAYWALLET,0.43,88.49,0,0,0,0,0,0,0.43,88.49,
31/01/2024,MBK,0.39,57.77,0,0,0,0,0,0,0.39,57.77,
31/01/2024,South Indian Bank Apps,0.33,105.23,0,0,0,0,0,0,0.33,105.23,
31/01/2024,Bank of India Apps,0.29,108.18,0,0,0,0,0,0,0.29,108.18,
29/02/2024,PhonePe,6140.97,"9,67,467.18",0,0,0,0,0,0,6140.97,"9,67,467.18",
29/02/2024,Google Pay,4755.4,"6,71,539.96",0,0,0,0,0,0,4755.4,"6,71,539.96",
29/02/2024,Paytm Payments Bank App,1332.57,"1,51,044.10",0.17,0.09,0.58,1032.58,72.36,"13,291.98",1405.69,"1,65,368.76",
29/02/2024,Cred,118.77,"40,525.56",0,0,0,0,0,0,118.77,"40,525.56",
29/02/2024,Axis Bank Apps,12.43,"2,855.72",71.59,6819.21,0.01,2.07,0,0,84.04,"9,677.00",
29/02/2024,Amazon Pay,63.53,"6,611.88",0,0,0,0,0,0,63.53,"6,611.88",
29/02/2024,BHIM,58.84,"9,486.38",0,0,0,0,0,0,58.84,"9,486.38",
29/02/2024,HDFC Bank Apps,28.7,"6,569.78",24.11,72.32,0,0.13,0,0,52.81,"6,642.24",
29/02/2024,ICICI Bank Apps,30.66,"10,972.99",4.49,437.57,5.99,9189.03,0,0,41.14,"20,599.59",
29/02/2024,FAM,40.41,459.81,0,0,0,0,0,0,40.41,459.81,
29/02/2024,Kotak Mahindra Bank Apps,33.55,"5,389.33",0,0,0,0,0,0,33.55,"5,389.33",
29/02/2024,WhatsApp,28.48,"2,301.72",0,0,0,0,0,0,28.48,"2,301.72",
29/02/2024,Yes Bank Apps,22.67,"12,060.81",0,0,0.35,37.8,0,0,23.02,"12,098.61",
29/02/2024,Bajaj Finserv,20.06,"3,045.93",0,0,0,0,0,0,20.06,"3,045.93",
29/02/2024,Airtel Payments Bank Apps,14.98,"1,086.87",0,0,0,0.18,0,0.07,14.98,"1,087.11",
29/02/2024,State Bank of India Apps,6.59,"2,476.42",0,0,0.04,1.14,0,0,6.63,"2,477.56",
29/02/2024,Mobikwik,6.04,"1,793.27",0,0,0,0,0,0,6.04,"1,793.27",
29/02/2024,Groww,5.98,"3,102.61",0,0,0,0,0,0,5.98,"3,102.61",
29/02/2024,Samsung Pay,5.98,520.06,0,0,0,0,0,0,5.98,520.06,
29/02/2024,IDFC Bank Apps,5.98,"1,543.55",0,0,0,0,0,0,5.98,"1,543.55",
29/02/2024,India Post Payments Bank Apps,5.69,634.79,0,0,0,0,0,0,5.69,634.79,
29/02/2024,Jupiter,5.32,699.58,0,0,0,0,0,0,5.32,699.58,
29/02/2024,Standard Chartered Bank Apps,3.4,687.84,0,0,0.99,942.77,0,0,4.4,"1,630.61",
29/02/2024,Federal Bank Apps,3.78,499.96,0,0,0,0,0,0,3.78,499.96,
29/02/2024,Deutsche Bank Apps,3.67,416.34,0,0,0,0.03,0,0,3.67,416.37,
29/02/2024,Canara Bank Apps,2.97,784.63,0,0,0,0,0,0,2.97,784.63,
29/02/2024,RBL Bank Apps,2.71,504.34,0,0.01,0.21,90.94,0,0,2.92,595.29,
29/02/2024,slice,2.42,427.52,0,0,0,0,0,0,2.42,427.52,
29/02/2024,FIFEDERAL,2.33,254.61,0,0,0,0,0,0,2.33,254.61,
29/02/2024,SLICE,1.82,58.02,0,0,0,0,0,0,1.82,58.02,
29/02/2024,Jio Payments Bank Apps,1.74,153.72,0,0,0,0,0,0,1.74,153.72,
29/02/2024,Indian Bank Apps,1.67,347.07,0,0,0.01,52.73,0,0,1.67,399.8,
29/02/2024,Navi,1.54,72.88,0,0,0,0,0,0,1.54,72.88,
29/02/2024,Punjab National Bank Apps,1.45,381.26,0,0,0,0,0,0,1.45,381.26,
29/02/2024,Union Bank Apps,1.27,505.68,0,0,0,0,0,0,1.27,505.68,
29/02/2024,Omnicard,1.22,40.6,0,0,0,0,0,0,1.22,40.6,
29/02/2024,Bank of Baroda Apps,0.78,367.55,0,0,0,11.05,0,0,0.78,378.6,
29/02/2024,AU Small Finance Bank Apps,0.78,292.2,0,0,0,0,0,0,0.78,292.2,
29/02/2024,Central Bank of India Apps,0.77,175.42,0,0,0,0,0,0,0.77,175.42,
29/02/2024,Mobikwik,0.62,82.63,0,0,0,0,0,0,0.62,82.63,
29/02/2024,Gokiwi,0.59,86,0,0,0,0,0,0,0.59,86,
29/02/2024,DBS Digibank Apps,0.59,214.68,0,0,0,0.15,0,0,0.59,214.83,
29/02/2024,BPAYWALLET,0.56,110.59,0,0,0,0,0,0,0.56,110.59,
29/02/2024,Timepay,0.47,4.36,0,0,0,0,0,0,0.47,4.36,
29/02/2024,Karnataka Bank Apps,0.43,89.84,0,0,0,0,0,0,0.43,89.84,
29/02/2024,South Indian Bank Apps,0.38,109.78,0,0,0,0,0,0,0.38,109.78,
29/02/2024,SHRIRAMHDFCBANK,0.38,32.53,0,0,0,0,0,0,0.38,32.53,
31/03/2024,PhonePe,"6,502.15","10,02,387.84",0,0,0,0,0,0,"6,502.15","10,02,387.84",
31/03/2024,Google Pay,"5,061.18","6,95,196.05",0,0,0,0,0,0,"5,061.18","6,95,196.05",
31/03/2024,Paytm,"1,210.64","1,33,707.06",0,0.01,0,0,19.4,699.77,"1,230.04","1,34,406.85",
31/03/2024,Cred,132.31,"44,991.57",0,0,0,0,0,0,132.31,"44,991.57",
31/03/2024,Axis Bank Apps,13.59,"3,044.92",81,"4,389.01",0.01,1.99,0,0,94.6,"7,435.92",
31/03/2024,Amazon Pay,65.35,6772.89,0,0,0,0,0,0,65.35,"6,772.89",
31/03/2024,ICICI Bank Apps,33.54,"14,491.28",4.54,397.58,7.9,"11,608.08",0,0,45.98,"26,496.95",
31/03/2024,Fampay,43.69,528.01,0,0,0,0,0,0,43.69,528.01,
31/03/2024,Kotak Mahindra Bank Apps,39.14,"5,763.37",0,0,0,0,0,0,39.14,"5,763.37",
31/03/2024,HDFC Bank Apps,33.07,"7,289.09",1.95,3.72,0.01,0.26,0,0,35.03,"7,293.07",
31/03/2024,WhatsApp,31.21,"2,536.99",0,0,0,0,0,0,31.21,"2,536.99",
31/03/2024,BHIM,30.04,"8,339.37",0,0,0,0,0,0,30.04,"8,339.37",
31/03/2024,Yes Bank Apps,24.13,"13,833.30",0,0,0.32,35.8,0,0,24.45,"13,869.10",
31/03/2024,Airtel Payments Bank Apps,15.64,"1,162.62",0,0,0,0.2,0.37,44.2,16.01,"1,207.02",
31/03/2024,Bajaj Finserv,15.81,"2,803.20",0,0,0,0,0,0,15.81,"2,803.20",
31/03/2024,Mobikwik,8.27,"2,190.01",0,0,0,0,0,0,8.27,"2,190.01",
31/03/2024,India Post Payments Bank Apps,6.82,851.01,0,0,0,0,0,0,6.82,851.01,
31/03/2024,Groww,6.72,"3,539.14",0,0,0,0,0,0,6.72,"3,539.14",
31/03/2024,State Bank of India Apps,6.59,"2,394.79",0,0,0.04,1.08,0,0,6.63,"2,395.88",
31/03/2024,IDFC Bank Apps,6.41,"1,581.28",0,0,0,0,0,0,6.41,"1,581.28",
31/03/2024,Samsung Pay,6.24,530.8,0,0,0,0,0,0,6.24,530.8,
31/03/2024,Jupiter,5.57,709.07,0,0,0,0,0,0,5.57,709.07,
31/03/2024,Flipkart,5,197.24,0,0,0,0,0,0,5,197.24,
31/03/2024,Deutsche Bank Apps,3.3,453.57,0,0,0,0.02,0,0,3.3,453.59,
31/03/2024,Federal Bank Apps,6.11,806.45,0,0,0,0.01,0,0,6.11,806.46,
31/03/2024,Canara Bank Apps,3.1,798.84,0,0,0,0,0,0,3.1,798.84,
31/03/2024,Navi,3,94.29,0,0,0,0,0,0,3,94.29,
31/03/2024,Slice,5.22,538.12,0,0,0,0,0,0,5.22,538.12,
31/03/2024,Jio Payments Bank Apps,1.87,161.87,0,0,0,0,0,0,1.87,161.87,
31/03/2024,Indian Bank Apps,1.85,340.92,0,0,0.01,43.86,0,0,1.86,384.79,
31/03/2024,RBL Bank Apps,1.56,366.34,0,0.02,0.27,99.89,0,0,1.83,466.25,
31/03/2024,Punjab National Bank Apps,1.67,411.13,0,0,0,0,0,0,1.67,411.13,
31/03/2024,Timepay,1.37,18.5,0,0,0,0.02,0,0,1.37,18.52,
31/03/2024,Union Bank Apps,1.35,517.15,0,0,0,0.01,0,0,1.35,517.16,
31/03/2024,Omnicard,1.29,44.84,0,0,0,0,0,0,1.29,44.84,
31/03/2024,Bank of Baroda Apps,0.95,419.08,0,0,0,7.73,0,0,0.95,426.81,
31/03/2024,Central Bank of India Apps,0.86,195.46,0,0,0,0,0,0,0.86,195.46,
31/03/2024,AU Small Finance Bank Apps,0.78,279.91,0,0,0,0,0,0,0.78,279.91,
31/03/2024,Gokiwi,0.7,100.1,0,0,0,0,0,0,0.7,100.1,
31/03/2024,DBS Digibank Apps,0.51,202.89,0,0,0,0.29,0,0,0.51,203.18,
31/03/2024,Shriram One,0.48,38.71,0,0,0,0,0,0,0.48,38.71,
31/03/2024,South Indian Bank Apps,0.4,120.88,0,0,0,0,0,0,0.4,120.88,
31/03/2024,Fino Payments bank Apps,0.39,50.97,0,0,0,0,0,0,0.39,50.97,
31/03/2024,IndusInd Bank Apps,0.33,58.42,0,0,0,0.12,0,0,0.33,58.53,
31/03/2024,HSBC Bank Apps,0.31,138.16,0,0.06,0,0,0,0,0.31,138.22,
31/03/2024,TataNeu,0.25,25.46,0,0,0,0,0,0,0.25,25.46,
31/03/2024,Bank of India Apps,0.2,78.81,0,0,0,0,0,0,0.2,78.81,
31/03/2024,Standard Chartered Bank Apps,0.19,115.77,0,0,0,1.11,0,0,0.19,116.88,
31/03/2024,Dhani,0.19,5.98,0,0,0,0,0,0,0.19,5.98,
31/03/2024,UCO Bank Apps,0.18,56.32,0,0,0,0,0,0,0.18,56.32,
